Nonprofit_tags,number,overlap_num,overlap_word
데이트,3,1,['데이트코스']
장래,3,0,[]
상대방이해하기,3,0,[]
단명,3,0,[]
관계,3,10,"['인간관계', '부부관계', '부모관계', '자식관계', '모녀관계', '인간관계원칙', '가족관계에서생기는마음의상처', '좋은인간관계', '상사와의관계', '동성관계']"
멈추면비로소보이는것들,3,0,[]
여자밀당대처법,3,0,[]
남자친구,3,3,"['헤어진남자친구미련', '남자친구와동거', '남자친구무관심']"
생각의틀,3,0,[]
혐오,3,0,[]
좋고나쁘고,3,0,[]
불안심리,3,0,[]
불륜,3,0,[]
밀당카톡,3,0,[]
새로운애인,3,0,[]
밀당잘하는법,3,0,[]
밀당,3,3,"['여자밀당대처법', '밀당카톡', '밀당잘하는법']"
말싸움,2,0,[]
가섭3형제,2,0,[]
교통사고,2,0,[]
전국장애아통합어린이집협회,2,0,[]
심리학,2,0,[]
진심,2,0,[]
장애부모,2,0,[]
장애아부모로산다는것,2,0,[]
장애아,2,2,"['전국장애아통합어린이집협회', '장애아부모로산다는것']"
헌신,2,0,[]
보육료,2,0,[]
신,2,19,"['정신적피폐', '신천지', '정신상담', '신혼부부', '무속신앙', '홀로키워주신어머니', '홀로계신아버지가걱정이에요', '검찰변희재구속영장신청', '당신이삶에서저지를가장큰실수는당신이실수를저지를까봐계속해서두려워하는것이다', '헌신', '신뢰', '정신건강사업', '자신감', '자신감키우기', '임신', '상속포기신고', '미국에불신임받은문재인', '자신을초라하게만드는', '자신의삶에긍정']"
난치병,2,0,[]
어머니의자세,2,0,[]
교화이야기,2,1,['부처님교화이야기']
드루킹관련부인하는김정숙김경수민주당청와대문재인검경까지거짓말,2,0,[]
질투,2,0,[]
슬픔,2,0,[]
죽은소,2,0,[]
죽음,2,0,[]
미묘한법,2,0,[]
사로잡힘,2,0,[]
인연의원리,2,0,[]
일체유심조,2,0,[]
고뇌,2,0,[]
우루벨라가섭,2,0,[]
해결책,2,0,[]
연못녀,2,0,[]
불도,2,0,[]
나디가섭,2,0,[]
교화사례,2,1,['부처님교화사례']
전법선언,2,0,[]
선긋기,2,0,[]
엄마의조건,2,0,[]
보살핀다는것,2,0,[]
안드레지파,2,0,[]
보라니,2,0,[]
불안,2,4,"['불안심리', '불안장애', '심리불안', '불안함을이겨내는방법']"
하늘문화,2,2,"['하늘문화방송', '하늘문화세계평화광복']"
빌립지파,2,0,[]
무상정등정각,2,0,[]
자리이타,2,0,[]
바라문의기도,2,0,[]
정법,2,0,[]
인연법,2,0,[]
법구경,2,0,[]
인과법,2,0,[]
온전한진리,2,0,[]
무상심심미묘법,2,0,[]
과보,2,0,[]
초등학교교,2,3,"['초등학교교사', '초등학교교사사진', '초등학교교사되는법']"
이자율,2,0,[]
미국의대학원등록금,2,0,[]
1년365일,2,0,[]
시집,2,1,['부산시집']
블랙박스,2,0,[]
시온선교센터,2,0,[]
싸우는이유,2,0,[]
프랑크푸르트,2,0,[]
연못남,2,0,[]
남자친구무관심,2,0,[]
연락없는남친,2,0,[]
믿음이깨진여자친구,2,0,[]
자기주장,2,0,[]
말다툼,2,0,[]
신뢰,2,0,[]
곽정은,2,0,[]
아낀다는것,2,0,[]
쌍촌동무단횡단,2,0,[]
무단횡단,2,1,['쌍촌동무단횡단']
유럽,2,1,['유럽연합수료식']
하늘문화방송,2,0,[]
유럽연합수료식,2,0,[]
시몬지파,2,0,[]
바돌로매지파,2,0,[]
독일,2,0,[]
hmbc,2,0,[]
마태지파,2,0,[]
참는다는것,2,0,[]
전재으이정의,2,0,[]
들어주기,2,0,[]
식습관,2,0,[]
시사,2,0,[]
로봇,2,0,[]
기계화,2,0,[]
스트레스해소,2,0,[]
과잉,2,1,['과잉보호']
4차산업혁명,2,0,[]
비건,2,0,[]
상대방맞추기,2,0,[]
좋은연애,2,0,[]
서울야고보,2,0,[]
미래걱정,2,0,[]
부모자식,2,0,[]
여자친구사귀기,2,0,[]
결혼반지,2,0,[]
future,2,0,[]
미래,2,4,"['미래걱정', '미래사회의변화', '인공지능의미래', '미래일기']"
여자친구소개시켜줘,2,0,[]
aladyfriend,2,0,[]
마음다스리기,2,0,[]
외로울때,2,0,[]
미래사회의변화,2,0,[]
나이50,2,0,[]
북핵문제전개과정,2,0,[]
다니엘,2,0,[]
시대의변화에적응,2,0,[]
정신건강사업,2,0,[]
자신감,2,1,['자신감키우기']
직업안전의식,2,0,[]
세이레,2,0,[]
단세,2,0,[]
오륜,2,1,['오륜교회']
기도회,2,0,[]
오륜교회,2,0,[]
시온기독교선교센터,2,0,[]
단순한지식,2,0,[]
통닭집,2,0,[]
스트레스예방법,2,0,[]
자신감키우기,2,0,[]
단순한기술,2,0,[]
불안장애,2,0,[]
시대의변화,2,1,['시대의변화에적응']
인공지능,2,1,['인공지능의미래']
퇴직금,2,0,[]
인공지능의미래,2,0,[]
마음다스리는법,2,0,[]
미래일기,2,0,[]
나혼자산다,2,0,[]
마음다스림,2,0,[]
도전,2,0,[]
상사눈치,2,0,[]
직장생활,2,0,[]
상사와의관계,2,0,[]
상사,2,3,"['직장상사', '상사눈치', '상사와의관계']"
회사생활,2,0,[]
회사,2,2,"['일반회사', '회사생활']"
공무원생활,2,0,[]
북한귀순병사는1급비빌을알고있다!,2,0,[]
남녀차별,2,0,[]
박정희대통령영애생일축하영상,2,0,[]
임신,2,0,[]
성격고치기,2,1,['다혈질성격고치기']
천성,2,0,[]
이해타산,2,0,[]
기대실망,2,0,[]
얍삽한성격,2,0,[]
이해득실,2,0,[]
사과,2,0,[]
기회주의,2,0,[]
중국에게개무시당한문재인,2,0,[]
문재인중국방문,2,0,[]
우정,2,0,[]
영향력,2,0,[]
박근혜대통령67번째생일축하,2,0,[]
김정은인공기화형식,2,0,[]
평양유감벌레소년고소협박,2,0,[]
인공기화형식北반응,2,0,[]
사죄시위자처벌없으면올림픽불참!,2,0,[]
인공기화형식북한반응,2,0,[]
여유,2,1,['마음의여유']
두아이,2,0,[]
엄마,2,3,"['엄마수업', '엄마애인', '엄마의조건']"
마음의여유,2,0,[]
묵언,2,0,[]
내적불행,2,0,[]
30,2,2,"['30대', '30대여성']"
내적,2,2,"['내적갈등', '내적불행']"
죄책감,2,1,['아버지에대한죄책감']
낙태,2,2,"['낙태죄폐지청원', '낙태죄폐지']"
해외,2,1,['해외즉문즉설']
자살을하려는친구,2,0,[]
해외즉문즉설,2,0,[]
북한과의전쟁,2,0,[]
채식,2,0,[]
북핵문제해결방안,2,0,[]
전쟁영화,2,0,[]
온라인도박,2,0,[]
사망상속,2,0,[]
도박,2,2,"['온라인도박', '도박중독']"
재산포기,2,0,[]
비트코인거래소,2,0,[]
온라인중독,2,0,[]
투자,2,0,[]
상속제도,2,0,[]
비트코인이란,2,0,[]
상속,2,4,"['사망상속', '상속제도', '상속절차', '상속포기신고']"
한국기업미국이주,2,0,[]
실업률최악,2,0,[]
미국일본실업률최저,2,0,[]
일자리대재앙,2,0,[]
기업들의한국大탈출과일자리大재앙,2,0,[]
인류최초의전쟁,2,0,[]
북한핵도발,2,0,[]
북한핵위력,2,0,[]
트럼프북한,2,0,[]
donaldtrumpnews,2,0,[]
한반도에서전쟁이나면,2,0,[]
donaldtrumpnorthkorea,2,0,[]
멜라니아트럼프,2,0,[]
비트코인채굴,2,0,[]
생활법령,2,0,[]
상속절차,2,0,[]
의료인,2,0,[]
시비분별,2,0,[]
벙어리,2,0,[]
구업,2,0,[]
천식,2,0,[]
기침,2,0,[]
산재,2,0,[]
산화코발트,2,0,[]
교감,2,0,[]
감정전염,2,0,[]
공감,2,3,"['공감의법칙', '공감의힘', '공감이란']"
감정전이,2,0,[]
다단계,2,0,[]
한국상담학회,2,0,[]
공감의법칙,2,0,[]
수행법회,2,0,[]
직업병예방,2,0,[]
직업병사례,2,0,[]
공감의힘,2,0,[]
상담심리치료,2,0,[]
공감이란,2,0,[]
상속포기신고,2,0,[]
도박중독,2,0,[]
전쟁가능성,2,0,[]
비트코인,2,3,"['비트코인거래소', '비트코인이란', '비트코인채굴']"
북핵방법론,2,0,[]
북한핵능력,2,0,[]
전쟁북한,2,0,[]
북핵동결,2,0,[]
melaniatrump,2,0,[]
北과전쟁나수천명죽어도한국에서,2,0,[]
현대전쟁,2,0,[]
북핵대응방안,2,0,[]
사회문제,2,0,[]
사회적개선,2,0,[]
안전장치,2,0,[]
안전의식,2,1,['직업안전의식']
전쟁중,2,0,[]
전쟁역사,2,0,[]
업무병,2,0,[]
트러블,2,0,[]
trumpspeech,2,0,[]
화학공정,2,0,[]
건강,2,2,"['건강상태', '정신건강사업']"
사회적책임,2,0,[]
트럼프나이,2,0,[]
트럼프연설,2,0,[]
3차북핵위기,2,0,[]
trumpchina,2,0,[]
북핵문제,2,2,"['북핵문제전개과정', '북핵문제해결방안']"
전쟁의원인,2,0,[]
文정부,2,0,[]
전쟁종류,2,0,[]
사회정의,2,0,[]
donaldtrumpkorea,2,0,[]
과거의기억,1,0,[]
technology,1,0,[]
engeneering,1,0,[]
logistics,1,0,[]
nearmiss,1,0,[]
volvo,1,0,[]
road,1,3,"['crossingtheroadbeforethebushasleft', 'crossingtheroad', 'roadcam']"
safety,1,0,[]
crossingtheroadbeforethebushasleft,1,0,[]
crossingtheroad,1,1,['crossingtheroadbeforethebushasleft']
driver,1,0,[]
brakes,1,0,[]
어른,1,0,[]
dashcam,1,0,[]
cam,1,2,"['dashcam', 'roadcam']"
hit,1,0,[]
transport,1,0,[]
film,1,0,[]
avoid,1,1,['avoids']
roadcam,1,0,[]
hero,1,3,"['crossingtheroadbeforethebushasleft', 'crossingtheroad', 'heroes']"
schoolbus,1,0,[]
truck,1,0,[]
school,1,1,['schoolbus']
문재인죽쒀서싱가포르줬다.,1,0,[]
불화,1,2,"['부모불화', '가정불화']"
관점,1,1,['관점의변화']
피보호자,1,0,[]
전교조연가투쟁시작,1,0,[]
의무,1,0,[]
이웃집,1,0,[]
사회적계약,1,0,[]
다른가족,1,0,[]
avoids,1,0,[]
emergency,1,0,[]
kreiss,1,0,[]
accident,1,0,[]
보호자,1,1,['피보호자']
소외,1,0,[]
children,1,0,[]
bus,1,2,"['crossingtheroadbeforethebushasleft', 'schoolbus']"
미국에불신임받은문재인,1,0,[]
traffic,1,0,[]
ktv보고,1,1,['ktv보고bogo']
transferd,1,0,[]
늦깎이,1,0,[]
국가기술자격,1,0,[]
육아교육,1,0,[]
대학,1,2,"['대학생', '미국의대학원등록금']"
정년퇴임,1,0,[]
유아기,1,0,[]
나이,1,2,"['나이50', '트럼프나이']"
젊음,1,0,[]
jtbc,1,0,[]
잔소리,1,0,[]
댄서,1,0,[]
청와대국민청원,1,0,[]
영화,1,1,['전쟁영화']
보고bogo,1,1,['ktv보고bogo']
낙태죄폐지청원,1,0,[]
잇슈,1,1,['보고잇슈']
국민청원,1,2,"['청와대국민청원', '국민청원및제안']"
새로운콘텐츠,1,0,[]
국민청원및제안,1,0,[]
itssue,1,0,[]
이슈파헤치기,1,0,[]
응답하라,1,3,"['응답하라청와대2017', '응답하라2017', '응답하라청와대']"
청와대국민제안,1,0,[]
자격증,1,0,[]
자신을초라하게만드는,1,0,[]
kids,1,0,[]
부작용,1,0,[]
crossing,1,2,"['crossingtheroadbeforethebushasleft', 'crossingtheroad']"
heroes,1,0,[]
뜻밖의즐거움,1,0,[]
ktv,1,5,"['ktv보고', 'ktv보고bogo', 'ktvbogo', 'nktv', 'nktv방송']"
보고,1,4,"['ktv보고', '보고bogo', 'ktv보고bogo', '보고잇슈']"
소년법개정,1,0,[]
조두순출소반대,1,0,[]
응답하라청와대2017,1,0,[]
응답하라2017,1,0,[]
과잉보호,1,0,[]
ktv보고bogo,1,0,[]
늦은출발,1,0,[]
청와대,1,5,"['드루킹관련부인하는김정숙김경수민주당청와대문재인검경까지거짓말', '청와대국민청원', '청와대국민제안', '응답하라청와대2017', '응답하라청와대']"
it'ssue,1,0,[]
낙태죄폐지,1,1,['낙태죄폐지청원']
보고잇슈,1,0,[]
응답하라청와대,1,1,['응답하라청와대2017']
bogo,1,3,"['보고bogo', 'ktv보고bogo', 'ktvbogo']"
ktvbogo,1,0,[]
국민제안,1,1,['청와대국민제안']
어린애취급,1,0,[]
ebs,1,0,[]
norway,1,0,[]
부모불화,1,0,[]
가을강좌,1,0,[]
심리상담치료,1,0,[]
물들지않는사람,1,0,[]
긍정에너지,1,0,[]
악연,1,0,[]
부정에너지,1,0,[]
물들이는사람,1,0,[]
부정적인사람,1,0,[]
긍정적인사람,1,0,[]
선연,1,0,[]
평온함,1,0,[]
부모님의기대,1,0,[]
부모님의사랑,1,0,[]
마음의안정,1,1,['마음의안정을찾는법']
심리치료,1,1,['상담심리치료']
故구지인,1,0,[]
아버지의폭력,1,0,[]
부모님의대한감사함,1,0,[]
부모워망,1,0,[]
어머님,1,0,[]
부모님선물,1,0,[]
부모교육,1,0,[]
원망과분노,1,0,[]
마음의안정을찾는법,1,0,[]
미움,1,0,[]
미얀마,1,0,[]
컨퍼런스,1,0,[]
평화의소리,1,0,[]
물드는사람,1,0,[]
분향소,1,0,[]
남편과싸움,1,0,[]
언니,1,0,[]
북한경제,1,0,[]
북한미사일,1,0,[]
nktv,1,1,['nktv방송']
북한과학,1,0,[]
nktv방송,1,0,[]
nk지식인연대,1,0,[]
김흥광,1,0,[]
촛불주역들문재인에반기,1,0,[]
방어기재,1,0,[]
누나,1,0,[]
고3,1,0,[]
야단,1,1,['부모님야단']
심리억압,1,0,[]
강제개종희생자,1,0,[]
부모님야단,1,0,[]
가정불화,1,0,[]
김경수의원댓글조작몸통,1,0,[]
댓글조작김경수의원야당특검추진,1,0,[]
댓글조작몸통김경수의원,1,0,[]
영적인아이,1,0,[]
해복해지는법,1,0,[]
특별한아이,1,0,[]
초등학교교사사진,1,0,[]
초등학교교사되는법,1,0,[]
지인아사랑해,1,0,[]
추모식,1,0,[]
하늘문화세계평화광복,1,0,[]
장녀,1,0,[]
자학,1,0,[]
짜증과화,1,0,[]
행복하게사시길바랍니다,1,0,[]
헌법,1,0,[]
노동,1,2,"['감정노동자', '수행은육체의노동이아니다']"
부처되는길,1,0,[]
행복으로나아가는길,1,0,[]
방아착,1,0,[]
목표,1,0,[]
그냥내려놓는다,1,0,[]
그냥한다,1,0,[]
예방,1,2,"['스트레스예방법', '직업병예방']"
정진,1,0,[]
딸들에게화가나요,1,0,[]
부러움,1,1,['친구에대한부러움']
10대,1,0,[]
친구에대한부러움,1,0,[]
자신의삶에긍정,1,0,[]
30대여성,1,0,[]
하나,1,4,"['하나님', '어떻게살아야하나요', '경제적능력없는남친과헤어져야하나요', '모든사람은하나님의사랑하는아들딸이다']"
종교지도자,1,0,[]
간담회,1,0,[]
불평,1,0,[]
긍정적생각,1,0,[]
강연,1,1,['스님의강연']
친구의결혼,1,0,[]
불만,1,0,[]
현재상황에만족하기,1,0,[]
일,1,19,"['일과생활의균형', '삼일절13시태극기집회상황언론보도', '3월10일태극기집회', '부당한일', '일반회사', '내가매일기쁘게', '통일', '친북좌파일색인역사교과서내용', '일체유심조', '1년365일', '독일', '미래일기', '박정희대통령영애생일축하영상', '박근혜대통령67번째생일축하', '미국일본실업률최저', '일자리대재앙', '기업들의한국大탈출과일자리大재앙', '북한미사일', '일을재밌게하는방법']"
모든사람은행복할수있다,1,0,[]
딸부잣집,1,0,[]
부부싸움이아이에게미치는영향,1,0,[]
맏딸,1,0,[]
친정제사,1,0,[]
친정아버지제사,1,0,[]
친정어머니제사,1,0,[]
남자와여자,1,0,[]
친정부모님제사,1,0,[]
다보스포럼'평창의밤'에서완죤패씽당한대한민국국격!,1,0,[]
20018다보스포럼,1,0,[]
mb와문재인정권전면전예고,1,0,[]
노무현정권적폐,1,0,[]
mb수사,1,0,[]
결정,1,4,"['대선결정적송민순문건조작', '결정구조', '진로결정', '결정장애']"
심리불안,1,0,[]
행복해지는길,1,0,[]
동성관계,1,0,[]
린지올린그레이엄(lindseyolingraham),1,0,[]
미국北평창참가시불참,1,0,[]
모든사람은부처가될수있다,1,0,[]
행복할권리,1,0,[]
일을재밌게하는방법,1,0,[]
고등학생,1,0,[]
모든권력은국민으로부터나온다,1,0,[]
모든사람은하나님의사랑하는아들딸이다,1,0,[]
행복할수있다,1,1,['모든사람은행복할수있다']
불안함을이겨내는방법,1,0,[]
놀이,1,0,[]
전국농민단체fta개정반발,1,0,[]
